Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Event Date,Total Cost,Groups Invited,Sponsors
E001559,"Murray, Rory ",Providence Strategies,American Council of Engineering Companies/MD,01/21/26,1816.0,General Assembly,American Council of Engineering Companies/MD; GFT Inc
E001549,"Murray, Rory ",Providence Strategies,American Council of Engineering Companies/MD,12/04/25,31059.74,"House Environment and Transportation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",American Council of Engineering Companies/MD; Ames & Gough; Chesapeake Corporate Advisors LLC; Wallace Montgomery; GFT LLC; Pennoni LLC; GPI LLC; JMT ; Kim Engineering; STV Engineering; AECOM; Century Engineering; BVF Engineering
E001623,"Perry, Tim ",PerryJacobson,Washington Gas,02/25/26,15003.75,"House Economic Matters Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Washington Gas
E001567,"Perry, Tim ",PerryJacobson,"PerryJacobson, LLC",01/14/26,13432.83,House of Delegates; Senate,"PerryJacobson, LLC"
E001726,"Peters, Sarah M.",HB Strategies,American Diabetes Association,03/25/26,351.88,General Assembly,American Diabetes Association
E001725,"Peters, Megan ",Alzheimer's Association,Alzheimer's Association,02/18/26,5251.94,General Assembly,Alzheimer's Association
E001639,"Peters, Sarah M.",HB Strategies,Bike Maryland,02/17/26,5498.04,General Assembly,Bike Maryland
E001522,"Peters, Sarah M.",HB Strategies,Maryland Podiatric Medical Association,02/05/26,2528.04,House Health and Government Operations Committee,Maryland Podiatric Medical Association
E001538,"Peters, Sarah M.",HB Strategies,"Action Now Initiative, LLC",02/04/26,3770.89,House Judiciary Committee,"Action Now Initiative, LLC"
E001526,"Peters, Sarah M.",HB Strategies,Transportation Association of Maryland,01/22/26,7261.79,General Assembly,Transportation Association of Maryland
E001524,"Peters, Sarah M.",HB Strategies,"Maryland Athletic Trainers Association, Inc.",01/15/26,396.21,General Assembly,"Maryland Athletic Trainers Association, Inc."
E001523,"Peters, Sarah M.",HB Strategies,Maryland School Psychologists' Association,01/15/26,368.78,General Assembly,Maryland School Psychologists' Association
E001815,"Pica, John A, Jr.","Pica & Associates, LLC","Pica & Associates, LLC",04/13/26,7250.0,General Assembly,"Pica & Associates, LLC"
E001799,"Pica, John A, Jr.","Pica & Associates, LLC","Pica & Associates, LLC",03/25/26,375.0,"Senate Budget and Taxation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Pica & Associates, LLC"
E001745,"Pica, John A, Jr.","Pica & Associates, LLC","Pica & Associates, LLC",02/17/26,375.0,Senate Budget and Taxation Committee,"Pica & Associates, LLC"
E001628,"Pica, John A, Jr.","Pica & Associates, LLC",LET'S GO Boys & Girls,02/10/26,280.0,General Assembly,LET'S GO Boys & Girls
E001570,"Pica, John A, Jr.","Pica & Associates, LLC","Pica & Associates, LLC",01/14/26,7257.25,General Assembly,"Pica & Associates, LLC"
E001772,"Pinton, Luke P","Funk & Bolton, P.A.",Everytown for Gun Safety Action Fund,03/04/26,4293.47,House Judiciary Committee; Senate Judicial Proceedings Committee,Everytown for Gun Safety Action Fund
E001778,"Price, Sarah Feeney",Maryland Retailers Alliance,Maryland Retailers Alliance,03/12/26,3267.2,"House Economic Matters Committee; House Government, Labor, and Elections (formerly House Health and Government Operations Committee)",Maryland Retailers Alliance
E001780,"Price, Sarah Feeney",Maryland Retailers Alliance,Maryland Retailers Alliance,03/10/26,7348.16,Senate Finance Committee; House Health Committee,Maryland Retailers Alliance; EPIC Pharmacies; Maryland Pharmacy Coalition
E001694,"Price, Sarah Feeney",Maryland Retailers Alliance,Maryland Retailers Alliance,02/05/26,3893.01,Senate Finance Committee,Maryland Retailers Alliance
E001787,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",03/23/26,4671.72,Prince George 's County Delegation; Southern Maryland Delegation,"G.S. Proctor & Associates, Inc."
E001786,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","Melwood, Inc.",03/11/26,4568.94,Baltimore City Delegation; Baltimore County Delegation; Howard County Delegation; Montgomery County Delegation; Prince George 's County Delegation; Southern Maryland Delegation,"Melwood, Inc."
E001686,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ",MGM Resorts International,02/19/26,5260.68,Prince George 's County Delegation,MGM Resorts International
E001626,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",02/05/26,9058.34,Prince George 's County Delegation; Southern Maryland Delegation,"G.S. Proctor & Associates, Inc."
E001595,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/28/26,4634.93,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","G.S. Proctor & Associates, Inc."
E001594,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/22/26,0.0,Prince George 's County Delegation; Southern Maryland Delegation,"G.S. Proctor & Associates, Inc."
E001593,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/21/26,6904.96,House Ways and Means Committee,"G.S. Proctor & Associates, Inc."
E001592,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/15/26,5880.48,Senate Budget and Taxation Committee,"G.S. Proctor & Associates, Inc."
E001750,"Quinn, Brian M",Venable LLP,"TidalHealth, Inc.",03/05/26,2811.73,Senate Finance Committee,"TidalHealth, Inc."
E001798,"Redding, Nicholas Alexander",Preservation Maryland,Preservation Maryland,03/25/26,553.0,General Assembly,Preservation Maryland; The Maryland Center for History and Culture; The Southern Maryland National Heritage Area; The Maryland Heritage Areas Coalition;  Maryland250 Commission; The Maryland Department of Natural Resources; St. John’s College; Davey Tree Expert Company; The Maryland Forestry Foundation
E001709,"Reed, Dytonia ",Baltimore Gas and Electric,Baltimore Gas and Electric Company,03/04/26,2588.9,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Baltimore Gas and Electric Company
E001708,"Reed, Dytonia ",Baltimore Gas and Electric,Baltimore Gas and Electric Company,02/12/26,5480.39,House Environment and Transportation Committee,Baltimore Gas and Electric Company
E001769,"Rehr, Rebecca ",Maryland League of Conservation Voters,Maryland League of Conservation Voters,03/04/26,6179.49,General Assembly,Maryland League of Conservation Voters
E001681,"Reinhardt, Richard  Joseph, Jr.","Percy Public Affairs, LLC",Retail Energy Supply Association,02/11/26,4909.15,House Environment and Transportation Committee,Retail Energy Supply Association
E001586,"Reinhardt, Richard  Joseph, Jr.","Percy Public Affairs, LLC",Retail Energy Supply Association,01/22/26,3105.96,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Retail Energy Supply Association
E001782,"Reynolds, Patrick  Thomas",AFT-Maryland,AFT Maryland,02/23/26,20467.83,General Assembly,AFT Maryland
E001675,"Richards, Evan Kendall",MD Bankers,Maryland Bankers Association,01/22/26,5410.93,General Assembly,Maryland Bankers Association
E001724,"Sanders, Alyssa ",EveryMind,"EveryMind, Inc",02/10/26,1510.0,Anne Arundel County Delegation,"EveryMind, Inc"
E001609,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Continuing Care Residents Association,02/26/26,10184.13,General Assembly,Maryland Continuing Care Residents Association
E001728,"Shattuck, Daniel ",Brocato & Shattuck,"National Academy of Elder Law Attorneys, Maryland/DC Chapter",02/24/26,1260.0,House Appropriations Committee; House Judiciary Committee; Senate Budget and Taxation Committee; Senate Finance Committee; Senate Judicial Proceedings Committee; House Health Committee,"National Academy of Elder Law Attorneys, Maryland/DC Chapter; MSBA Elder Law Section"
E001607,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Society of Anesthesiologists,02/18/26,4802.07,Senate Finance Committee,Maryland Society of Anesthesiologists
E001716,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Dermatologic Society,02/12/26,500.0,General Assembly,Maryland Dermatologic Society
E001608,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Psychological Association,02/04/26,2348.75,General Assembly,Maryland Psychological Association
E001606,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Society of Anesthesiologists,01/29/26,0.0,House Health and Government Operations Committee,Maryland Society of Anesthesiologists
E001759,"Shewbridge, Rylie Elizabeth",Fello,Fello,02/26/26,3136.09,Anne Arundel County Delegation,Fello
E001758,"Shewbridge, Rylie Elizabeth",Fello,Fello,02/24/26,3790.0,Lower Eastern Shore Delegation; Upper Eastern Shore Delegation,Fello
E001801,"Sidh, Sushant ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,03/11/26,9200.0,House Ways and Means Committee; Senate Budget and Taxation Committee,Delta Bingo t/a Daily Double Bingo; Atlantic Bingo
E001779,"Sidh, Sushant ","Capitol Strategies, LLC",Meritus Health,03/05/26,5689.57,House Appropriations Committee; Senate Budget and Taxation Committee; Western Maryland Delegation,Meritus Health
E001719,"Sidh, Sushant ","Capitol Strategies, LLC",Luminis Health,02/09/26,2389.62,Anne Arundel County Delegation,Luminis Health
E001697,"Smith, Lisa K.",HB Strategies,American Massage Therapy Association - MD Chapter,03/12/26,168.8,General Assembly,American Massage Therapy Association - MD Chapter
E001696,"Smith , Sarah  Joan","Bryson F. Popham, PA",Maryland Association of Mutual Insurance Companies (MAMIC),01/28/26,2680.38,House Judiciary Committee; Senate Finance Committee,Maryland Association of Mutual Insurance Companies (MAMIC); Insurance Agents and Brokers of Maryland (IA&B)
E001774,"Snyder, Abigail ",Baltimore Jewish Council,Baltimore Jewish Council,03/12/26,360.47,General Assembly,Baltimore Jewish Council; Jewish Community Relations Council of Greater Washington
E001584,"Snyder, Abigail ",Baltimore Jewish Council,Baltimore Jewish Council,02/03/26,37036.64,"",Baltimore Jewish Council; Jewish Community Relations Council of Greater Washington
E001583,"Snyder, Abigail ",Baltimore Jewish Council,Baltimore Jewish Council,01/26/26,0.0,House of Delegates; Senate,Baltimore Jewish Council; Jewish Community Relations Council of Greater Washington
E001617,"Snyder, Gregory Michael ",MD Association of Community Services,Maryland Association of Community Services (MACS),01/20/26,8064.0,General Assembly,Maryland Association of Community Services (MACS)
E001752,"Stegman, Matthew F",Chesapeake Bay Foundation,Chesapeake Bay Foundation,03/10/26,1123.3,General Assembly,Chesapeake Bay Foundation
E001637,"Sublett, Jenna Massoni",Cornerstone Government Affairs,Cornerstone Government Affairs,04/13/26,9675.0,General Assembly,Cornerstone Government Affairs
E001712,"Sublett, Jenna Massoni",Cornerstone Government Affairs,Cornerstone Government Affairs,04/08/26,9275.11,House Appropriations Committee; Senate Budget and Taxation Committee,Cornerstone Government Affairs
E001805,"Tabuteau, Richard A","Tabuteau, LLC",Volvo Group North America,03/18/26,3703.61,Western Maryland Delegation,Volvo Group North America
E001616,"Teffeau, Matthew ",ABC Metro Washington,ABC Metro Washington,01/22/26,4000.0,House Economic Matters Committee,ABC Metro Washington
E001615,"Teffeau, Matthew ",ABC Metro Washington,ABC Metro Washington,01/20/26,4200.0,Senate Finance Committee,ABC Metro Washington
E001713,"Vetter, Andrew ","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland Tech Council,02/10/26,4233.66,"House Economic Matters Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Maryland Tech Council
E001692,"Vetter, Andrew ","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland Tech Council,02/03/26,28053.53,General Assembly,Maryland Tech Council
E001536,"Vetter, Andrew ","Schwartz, Metz, Wise & Kauffman, P.A.","Roca Baltimore, LLC",12/04/25,276.0,Baltimore City Delegation; House Appropriations Committee; Senate Budget and Taxation Committee,"Roca Baltimore, LLC; M&T Bank; Baltimore Ravens"
E001521,"Walmsley, Keith ",Walmsley Strategies,Christiana Care,11/05/25,0.0,Upper Eastern Shore Delegation,Christiana Care
E001811,"Walsh, Michael ",Capitol Strategies,Capitol Strategies LLC,04/13/26,13246.76,General Assembly,Capitol Strategies LLC
E001810,"Walsh, Michael ",Capitol Strategies,Capitol Strategies LLC,04/01/26,2100.5,General Assembly,Capitol Strategies LLC
E001720,"Walsh, Michael ",Capitol Strategies,ICSC (International Council of Shopping Centers),02/11/26,2437.83,General Assembly,ICSC (International Council of Shopping Centers)
E001802,"Weintraub, Jason F.",Gordon Feinblatt LLC,"SunMed Growers, LLC",04/01/26,2216.46,Senate Finance Committee,"SunMed Growers, LLC"
E001767,"White, Josh ",KO Public Affairs,NGPF Mission 2030 Fund,03/02/26,6937.92,House of Delegates; Senate,NGPF Mission 2030 Fund
E001717,"White, Josh ",KO Public Affairs,Pharmaceutical Research & Manufacturers of America,02/12/26,8976.55,Senate Finance Committee; House Health Committee,Pharmaceutical Research & Manufacturers of America; Merck; Amgen; Sanofi; Eli Lilly; AstraZeneca; Alexion; Novo Nordisk; Bristol Myers Squibb; CSL; Pfizer
E001795,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.","MedChi, The Maryland State Medical Society",03/28/26,87702.81,Senate Finance Committee; House Health Committee,"MedChi, The Maryland State Medical Society"
E001794,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.",United Therapeutics Corporation,03/24/26,19200.0,General Assembly,"United Therapeutics Corporation; DaVita Inc.; Lilly USA, LLC; Patient First; Sazerac Company, Inc.; Waste Management, Inc."
E001754,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland State Licensed Beverage Association,03/10/26,1602.29,Senate Finance Committee,"Maryland State Licensed Beverage Association; Maryland Beer Wholesalers Association, Inc."
E001753,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.","MedChi, The Maryland State Medical Society",03/02/26,9419.56,General Assembly,"MedChi, The Maryland State Medical Society"
E001552,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland State Licensed Beverage Association,01/14/26,25511.14,General Assembly,Maryland State Licensed Beverage Association; Licensed Beverage Distributors of Maryland; Maryland Beer Wholesalers Association
E001806,"Witten, Jennifer Marie",LifeBridge Health,"Lifebridge Health, Inc.",03/21/26,259374.0,Baltimore City Delegation; Baltimore County Delegation; Carroll County Delegation; House Appropriations Committee; Senate Budget and Taxation Committee; Senate Finance Committee; House Health Committee,"Lifebridge Health, Inc."
E001739,"Witten, Jennifer Marie",LifeBridge Health,"Lifebridge Health, Inc.",03/04/26,5181.17,"House Appropriations Committee; House Economic Matters Committee; House Judiciary Committee; House Rules and Executive Nominations Committee; House Ways and Means Committee; Senate Budget and Taxation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee); Senate Finance Committee; Senate Judicial Proceedings Committee; Senate Rules Committee; House Health Committee","Lifebridge Health, Inc."
E001566,"Women's Bar Association of Maryland, Inc.","Twigg, Maria L","Women's Bar Association of Maryland, Inc.",01/15/26,4836.08,General Assembly; House of Delegates; Senate,"Women's Bar Association of Maryland, Inc."
E001612,"Wyatt, Joseph R.",Association of Maryland Pilots,Baltimore Port Alliance,01/21/26,10000.0,General Assembly,Baltimore Port Alliance
E001776,"Zirkle, Andrew Preston",Technology Council of Maryland,"Technology Council of Maryland, Inc.",03/05/26,4332.22,Senate Finance Committee; House Health Committee,"Technology Council of Maryland, Inc."
E001541,"Zwerling, Samantha C",Maryland State Education Association,Maryland State Education Association,01/14/26,7570.56,General Assembly,Maryland State Education Association
E001569,"Zwerling, Samantha C",Maryland State Education Association,Maryland State Education Association,01/10/26,10485.66,Anne Arundel County Delegation,Maryland State Education Association
E001579,"Zwerling, Samantha C",Maryland State Education Association,Maryland State Education Association,01/10/26,3869.87,Montgomery County Delegation,Maryland State Education Association
E001568,"Zwerling, Samantha C",Maryland State Education Association,Maryland State Education Association,01/10/26,4419.47,Baltimore County Delegation,Maryland State Education Association
