Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Event Date,Total Cost,Groups Invited,Sponsors
E001404,"Egan, Ashley ",Unitarian Universalist Legislative Ministry- Maryland,UULM-MD,02/08/25,519.67,House of Delegates; Senate,UULM-MD
E001377,Annapolis Pride,"Toolan, Joseph ",Annapolis Pride,01/27/25,500,Anne Arundel County Delegation; General Assembly,Annapolis Pride
E001251,"Kujan, Russel ",Baltimore County Medical Association,Baltimore County Medical Association,12/13/24,448.45,Baltimore County Delegation,Baltimore County Medical Association
E001441,"Pica, John A, Jr.","Pica & Associates, LLC","Pica & Associates, LLC",03/11/25,409.77,Senate Budget and Taxation Committee,"Pica & Associates, LLC"
E001477,"Morris, Austin ",Children's National Hospital,Children's National Health System,04/30/25,287.4,Montgomery County Delegation,Children's National Health System
E001480,"Peters, Sarah M.",Husch Blackwell Strategies,"Action Now Initiative, LLC",06/17/25,210.6,House Judiciary Committee; Senate Judicial Proceedings Committee,"Action Now Initiative, LLC"
E001500,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.",One Fair Wage,08/14/25,200,Baltimore City Delegation; General Assembly,One Fair Wage
E001208,"Walmsley, Keith ",Walmsley Strategies,Maryland School for the Deaf,11/19/24,50,House Ways and Means Committee,Maryland School for the Deaf
E001513,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.",1199 SEIU,10/29/25,0,House Appropriations Committee; House Health and Government Operations Committee; Senate Budget and Taxation Committee; Senate Finance Committee,1199 SEIU
E001454,"Bereano, Bruce C",Office of Bruce C. Bereano,5400 Holiday Drive LLC,03/18/25,0,Senate Budget and Taxation Committee,5400 Holiday Drive LLC
E001450,"Sidh, Sushant ","Capitol Strategies, LLC",Meritus Health,03/12/25,0,Senate Budget and Taxation Committee,Meritus Health
E001437,"Hogan, Patrick N.",Cornerstone Government Affairs,Teach Coalition,03/05/25,0,"House Appropriations Committee; House Ways and Means Committee; Senate Budget and Taxation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Teach Coalition
E001430,"Smith , Sarah  Joan","Bryson F. Popham, PA",Maryland Association of Mutual Insurance Companies (MAMIC),02/13/25,0,Senate Finance Committee,Maryland Association of Mutual Insurance Companies (MAMIC)
E001324,"Miicke, Sarah Mersky",Baltimore Jewish Council,Baltimore Jewish Council,02/11/25,0,General Assembly,Baltimore Jewish Council; JCRC of Greater Washington
E001337,"Peters, Sarah M.",Husch Blackwell Strategies,Maryland Podiatric Medical Association,02/11/25,0,House Health and Government Operations Committee,Maryland Podiatric Medical Association
E001336,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",01/23/25,0,Senate Finance Committee,"Maryland Citizens' Health Initiative, Inc."
E001525,"Peters, Sarah M.",Husch Blackwell Strategies,Transportation Association of Maryland,01/22/25,0,General Assembly,Transportation Association of Maryland
E001305,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/21/25,0,Anne Arundel County Delegation; Southern Maryland Delegation,"G.S. Proctor & Associates, Inc."
E001244,"Carrington, J. Darrell ","Carrington & Associates, LLC",Chesapeake Physicians for Social Responsibility (CPSR),01/16/25,0,General Assembly,Chesapeake Physicians for Social Responsibility (CPSR)
E001285,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/09/25,0,House Appropriations Committee,"G.S. Proctor & Associates, Inc."
E001257,"Martinez, Madelin  Stefany",Catholic Charities of Baltimore,Catholic Charities,01/07/25,0,Baltimore County Delegation,Catholic Charities
